"Name","Total Population"
"Description","Total population."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B01003 (2005-2018); retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;<br />
For UHF Data: NYC DOHMH population estimates, modified from US Census Bureau interpolated intercensal population estimates, 2010-2018. Updated August 2019."
"Notes",""

Location,TimeFrame,DataFormat,Data,Fips
South Beach,2010,Number,132502,502
South Beach,2011,Number,125257,502
South Beach,2012,Number,131923,502
South Beach,2013,Number,136769,502
South Beach,2014,Number,126200,502
South Beach,2015,Number,136638,502
South Beach,2016,Number,142815,502
Tottenville,2005,Number,155104,503
Tottenville,2006,Number,175246,503
Tottenville,2007,Number,164592,503
Tottenville,2008,Number,165994,503
Tottenville,2009,Number,162071,503
Tottenville,2010,Number,164809,503
Tottenville,2011,Number,171798,503
Tottenville,2012,Number,163106,503
Tottenville,2013,Number,158670,503
Tottenville,2014,Number,170741,503
Tottenville,2015,Number,167640,503
Tottenville,2016,Number,158257,503
Bronx,2005,Number,1309640,36005
Bronx,2006,Number,1361473,36005
Bronx,2007,Number,1373659,36005
Bronx,2008,Number,1391903,36005
Bronx,2009,Number,1397287,36005
Bronx,2010,Number,1386657,36005
Bronx,2011,Number,1392002,36005
Bronx,2012,Number,1408473,36005
Bronx,2013,Number,1418733,36005
Bronx,2014,Number,1438159,36005
Bronx,2015,Number,1455444,36005
Bronx,2016,Number,1455720,36005
Brooklyn,2005,Number,2446016,36047
Brooklyn,2006,Number,2508820,36047
Brooklyn,2007,Number,2528050,36047
Brooklyn,2008,Number,2556598,36047
Brooklyn,2009,Number,2567098,36047
Brooklyn,2010,Number,2508340,36047
Brooklyn,2011,Number,2532645,36047
Brooklyn,2012,Number,2565635,36047
Brooklyn,2013,Number,2592149,36047
Brooklyn,2014,Number,2621793,36047
Brooklyn,2015,Number,2636735,36047
Brooklyn,2016,Number,2629150,36047
Manhattan,2005,Number,1529774,36061
Manhattan,2006,Number,1611581,36061
Manhattan,2007,Number,1620867,36061
Manhattan,2008,Number,1634795,36061
Manhattan,2009,Number,1629054,36061
Manhattan,2010,Number,1586698,36061
Manhattan,2011,Number,1601948,36061
Manhattan,2012,Number,1619090,36061
Manhattan,2013,Number,1626159,36061
Manhattan,2014,Number,1636268,36061
Manhattan,2015,Number,1644518,36061
Manhattan,2016,Number,1643734,36061
Queens,2005,Number,2215339,36081
Queens,2006,Number,2255175,36081
Queens,2007,Number,2270338,36081
Queens,2008,Number,2293007,36081
Queens,2009,Number,2306712,36081
Queens,2010,Number,2233841,36081
Queens,2011,Number,2247848,36081
Queens,2012,Number,2272771,36081
Queens,2013,Number,2296175,36081
Queens,2014,Number,2321580,36081
Queens,2015,Number,2339150,36081
Queens,2016,Number,2333054,36081
Staten Island,2005,Number,455344,36085
Staten Island,2006,Number,477377,36085
Staten Island,2007,Number,481613,36085
Staten Island,2008,Number,487407,36085
Staten Island,2009,Number,491730,36085
Staten Island,2010,Number,469363,36085
Staten Island,2011,Number,470467,36085
Staten Island,2012,Number,470728,36085
Staten Island,2013,Number,472621,36085
Staten Island,2014,Number,473279,36085
Staten Island,2015,Number,474558,36085
Staten Island,2016,Number,476015,36085
New York City,2005,Number,7956113,3651000
New York City,2006,Number,8214426,3651000
New York City,2007,Number,8274527,3651000
New York City,2008,Number,8363710,3651000
New York City,2009,Number,8391881,3651000
New York City,2010,Number,8184899,3651000
New York City,2011,Number,8244910,3651000
New York City,2012,Number,8336697,3651000
New York City,2013,Number,8405837,3651000
New York City,2014,Number,8491079,3651000
New York City,2015,Number,8550405,3651000
New York City,2016,Number,8537673,3651000
Battery Park/Tribeca,2017,Number,60165.46615,101
Greenwich Village,2017,Number,88816.53385,102
Lower East Side,2017,Number,160490,103
Chelsea/Clinton,2017,Number,101603.53526,104
Midtown Business District,2017,Number,50851.46474,105
Murray Hill/Stuyvesant,2017,Number,149674,106
Upper West Side,2017,Number,207134,107
Upper East Side,2017,Number,214219,108
Manhattanville,2017,Number,136017,109
Central Harlem,2017,Number,147442,110
East Harlem,2017,Number,128316,111
Washington Heights,2017,Number,219998,112
Mott Haven,2017,Number,99526.21296,201
Hunts Point,2017,Number,56830.78704,202
Morrisania,2017,Number,92015.20058,203
Concourse/Highbridge,2017,Number,149710,204
University Heights,2017,Number,148339,205
East Tremont,2017,Number,96059.79942,206
Bedford Park,2017,Number,143540,207
Riverdale,2017,Number,113242,208
Unionport/Soundview,2017,Number,187975,209
Throgs Neck,2017,Number,113395,210
Pelham Parkway,2017,Number,120116,211
Williamsbridge,2017,Number,150411,212
Williamsburg/Greenpoint,2017,Number,152002,301
Fort Greene/Brooklyn Hts,2017,Number,135444,302
Bedford Stuyvesant,2017,Number,142027,303
Bushwick,2017,Number,140474,304
East New York,2017,Number,176471,305
Park Slope,2017,Number,116209,306
Sunset Park,2017,Number,144332,307
Crown Heights North,2017,Number,141725,308
Crown Heights South,2017,Number,113212,309
Bay Ridge,2017,Number,123488,310
Bensonhurst,2017,Number,205850,311
Borough Park,2017,Number,146556,312
Coney Island,2017,Number,122009,313
Flatbush/Midwood,2017,Number,150707,314
Sheepshead Bay,2017,Number,171030,315
Brownsville,2017,Number,111511,316
East Flatbush,2017,Number,140087,317
Canarsie,2017,Number,215637,318
Astoria,2017,Number,164321,401
Sunnyside/Woodside,2017,Number,133822,402
Jackson Heights,2017,Number,170222,403
Elmhurst/Corona,2017,Number,146301,404
Ridgewood/Glendale,2017,Number,199043,405
Rego Park/Forest Hills,2017,Number,118922,406
Flushing,2017,Number,260282,407
Fresh Meadows/Briarwood,2017,Number,164291,408
Woodhaven,2017,Number,152283,409
Howard Beach,2017,Number,139323,410
Bayside,2017,Number,118670,411
Jamaica/St. Albans,2017,Number,249331,412
Queens Village,2017,Number,208786,413
The Rockaways,2017,Number,133051,414
St. George,2017,Number,176632,501
South Beach,2017,Number,143766,502
Tottenville,2017,Number,159060,503
Bronx,2017,Number,1471160,36005
Brooklyn,2017,Number,2648771,36047
Manhattan,2017,Number,1664727,36061
Queens,2017,Number,2358582,36081
Staten Island,2017,Number,479458,36085
New York City,2017,Number,8622698,3651000
Battery Park/Tribeca,2018,Number,61375.7862,101
Greenwich Village,2018,Number,90603.2138,102
Lower East Side,2018,Number,155408,103
Chelsea/Clinton,2018,Number,110265.37743,104
Midtown Business District,2018,Number,55186.62257,105
Murray Hill/Stuyvesant,2018,Number,143582,106
Upper West Side,2018,Number,191222,107
Upper East Side,2018,Number,204469,108
Manhattanville,2018,Number,145440,109
Central Harlem,2018,Number,146309,110
East Harlem,2018,Number,110800,111
Washington Heights,2018,Number,214040,112
Mott Haven,2018,Number,104393.1356,201
Hunts Point,2018,Number,59609.8644,202
Morrisania,2018,Number,85841.38792,203
Concourse/Highbridge,2018,Number,136636,204
University Heights,2018,Number,139732,205
East Tremont,2018,Number,89614.61208,206
Bedford Park,2018,Number,133784,207
Riverdale,2018,Number,119846,208
Unionport/Soundview,2018,Number,182874,209
Throgs Neck,2018,Number,119071,210
Pelham Parkway,2018,Number,124931,211
Williamsbridge,2018,Number,135799,212
Williamsburg/Greenpoint,2018,Number,162381,301
Fort Greene/Brooklyn Hts,2018,Number,145843,302
Bedford Stuyvesant,2018,Number,155117,303
Bushwick,2018,Number,121188,304
East New York,2018,Number,171170,305
Park Slope,2018,Number,116351,306
Sunset Park,2018,Number,132875,307
Crown Heights North,2018,Number,136367,308
Crown Heights South,2018,Number,111448,309
Bay Ridge,2018,Number,125200,310
Bensonhurst,2018,Number,186850,311
Borough Park,2018,Number,138570,312
Coney Island,2018,Number,113339,313
Flatbush/Midwood,2018,Number,154833,314
Sheepshead Bay,2018,Number,158213,315
Brownsville,2018,Number,122128,316
East Flatbush,2018,Number,135931,317
Canarsie,2018,Number,195026,318
Astoria,2018,Number,160871,401
Sunnyside/Woodside,2018,Number,137490,402
Jackson Heights,2018,Number,181787,403
Elmhurst/Corona,2018,Number,150131,404
Ridgewood/Glendale,2018,Number,186441,405
Rego Park/Forest Hills,2018,Number,118105,406
Flushing,2018,Number,239000,407
Fresh Meadows/Briarwood,2018,Number,164615,408
Woodhaven,2018,Number,139079,409
Howard Beach,2018,Number,128937,410
Bayside,2018,Number,115744,411
Jamaica/St. Albans,2018,Number,241539,412
Queens Village,2018,Number,187761,413
The Rockaways,2018,Number,127676,414
St. George,2018,Number,174606,501
South Beach,2018,Number,137973,502
Tottenville,2018,Number,163600,503
Bronx,2018,Number,1432132,36005
Brooklyn,2018,Number,2582830,36047
Manhattan,2018,Number,1628701,36061
Queens,2018,Number,2278906,36081
Staten Island,2018,Number,476179,36085
New York City,2018,Number,8398748,3651000
Kingsbridge - Riverdale,2010,Number,92916.61363,uhf101
Northeast Bronx,2010,Number,198154.50734,uhf102
Fordham - Bronx Park,2010,Number,250675.54979,uhf103
Pelham - Throgs Neck,2010,Number,295873.70454,uhf104
Crotona - Tremont,2010,Number,206303.18347,uhf105
High Bridge - Morrisania,2010,Number,208594.10461,uhf106
Hunts Point - Mott Haven,2010,Number,134139.33663,uhf107
Greenpoint,2010,Number,132398.36463,uhf201
Downtown  - Heights - Slope,2010,Number,239344.35526,uhf202
Bedford Stuyvesant - Crown Heights,2010,Number,332889.13869,uhf203
East New York,2010,Number,192569.43482,uhf204
Sunset Park,2010,Number,121507.0297,uhf205
Borough Park,2010,Number,326133.83088,uhf206
East Flatbush - Flatbush,2010,Number,301805.66418,uhf207
Canarsie - Flatlands,2010,Number,210595.25662,uhf208
Bensonhurst - Bay Ridge,2010,Number,195887.56796,uhf209
Coney Island - Sheepshead Bay,2010,Number,283017.24827,uhf210
Williamsburg - Bushwick,2010,Number,220429.87947,uhf211
Washington Heights - Inwood,2010,Number,267068.19991,uhf301
Central Harlem - Morningside Heights,2010,Number,182750.57588,uhf302
East Harlem,2010,Number,112967.66932,uhf303
Upper West Side,2010,Number,208876.91816,uhf304
Upper East Side,2010,Number,211313.77716,uhf305
Chelsea - Clinton,2010,Number,146989.62434,uhf306
Gramercy Park -  Murray Hill,2010,Number,126495.2492,uhf307
Greenwich Village - Soho,2010,Number,81913.6653,uhf308
Union Square - Lower East Side,2010,Number,183826.70169,uhf309
Lower Manhattan,2010,Number,57991.45207,uhf310
Long Island City - Astoria,2010,Number,206746.7315,uhf401
West Queens,2010,Number,446810.15992,uhf402
Flushing - Clearview,2010,Number,241915.72959,uhf403
Bayside - Little Neck,2010,Number,86485.79258,uhf404
Ridgewood - Forest Hills,2010,Number,257249.68043,uhf405
Fresh Meadows,2010,Number,98757.25123,uhf406
Southwest Queens,2010,Number,279835.16204,uhf407
Jamaica,2010,Number,309210.35308,uhf408
Southeast Queens,2010,Number,208148.47475,uhf409
Rockaway,2010,Number,124498.54037,uhf410
Port  Richmond,2010,Number,66662.5436,uhf501
Stapleton - St. George,2010,Number,120477.99712,uhf502
Willowbrook,2010,Number,87359.37992,uhf503
South Beach - Tottenville,2010,Number,194870.07936,uhf504
Kingsbridge - Riverdale,2011,Number,92860.55806,uhf101
Northeast Bronx,2011,Number,198244.21681,uhf102
Fordham - Bronx Park,2011,Number,252855.40649,uhf103
Pelham - Throgs Neck,2011,Number,297098.17254,uhf104
Crotona - Tremont,2011,Number,208392.35697,uhf105
High Bridge - Morrisania,2011,Number,210553.54514,uhf106
Hunts Point - Mott Haven,2011,Number,135626.32399,uhf107
Greenpoint,2011,Number,131575.1576,uhf201
Downtown  - Heights - Slope,2011,Number,239991.57825,uhf202
Bedford Stuyvesant - Crown Heights,2011,Number,331766.85038,uhf203
East New York,2011,Number,191379.60831,uhf204
Sunset Park,2011,Number,121126.80696,uhf205
Borough Park,2011,Number,322874.94334,uhf206
East Flatbush - Flatbush,2011,Number,300848.69159,uhf207
Canarsie - Flatlands,2011,Number,209055.60556,uhf208
Bensonhurst - Bay Ridge,2011,Number,193812.32539,uhf209
Coney Island - Sheepshead Bay,2011,Number,279113.84167,uhf210
Williamsburg - Bushwick,2011,Number,219274.59095,uhf211
Washington Heights - Inwood,2011,Number,267375.6016,uhf301
Central Harlem - Morningside Heights,2011,Number,182526.26619,uhf302
East Harlem,2011,Number,113131.12073,uhf303
Upper West Side,2011,Number,211737.2941,uhf304
Upper East Side,2011,Number,214721.50856,uhf305
Chelsea - Clinton,2011,Number,148625.12099,uhf306
Gramercy Park -  Murray Hill,2011,Number,127988.9144,uhf307
Greenwich Village - Soho,2011,Number,82989.34593,uhf308
Union Square - Lower East Side,2011,Number,185130.17088,uhf309
Lower Manhattan,2011,Number,58882.33207,uhf310
Long Island City - Astoria,2011,Number,206993.75222,uhf401
West Queens,2011,Number,449813.84942,uhf402
Flushing - Clearview,2011,Number,243249.55188,uhf403
Bayside - Little Neck,2011,Number,86464.19283,uhf404
Ridgewood - Forest Hills,2011,Number,256430.90495,uhf405
Fresh Meadows,2011,Number,98956.50993,uhf406
Southwest Queens,2011,Number,281218.70068,uhf407
Jamaica,2011,Number,313472.01345,uhf408
Southeast Queens,2011,Number,210935.7507,uhf409
Rockaway,2011,Number,124866.5185,uhf410
Port  Richmond,2011,Number,67066.40079,uhf501
Stapleton - St. George,2011,Number,121230.59308,uhf502
Willowbrook,2011,Number,87725.24493,uhf503
South Beach - Tottenville,2011,Number,194980.7612,uhf504
Kingsbridge - Riverdale,2012,Number,93260.03546,uhf101
Northeast Bronx,2012,Number,199562.5978,uhf102
Fordham - Bronx Park,2012,Number,256005.93427,uhf103
Pelham - Throgs Neck,2012,Number,299802.70599,uhf104
Crotona - Tremont,2012,Number,211176.78141,uhf105
High Bridge - Morrisania,2012,Number,213259.92904,uhf106
Hunts Point - Mott Haven,2012,Number,137558.17602,uhf107
Greenpoint,2012,Number,133583.73893,uhf201
Downtown  - Heights - Slope,2012,Number,245392.67011,uhf202
Bedford Stuyvesant - Crown Heights,2012,Number,333458.36625,uhf203
East New York,2012,Number,191760.29654,uhf204
Sunset Park,2012,Number,123258.80713,uhf205
Borough Park,2012,Number,328041.07534,uhf206
East Flatbush - Flatbush,2012,Number,302547.30748,uhf207
Canarsie - Flatlands,2012,Number,209910.37082,uhf208
Bensonhurst - Bay Ridge,2012,Number,197271.25757,uhf209
Coney Island - Sheepshead Bay,2012,Number,282751.63751,uhf210
Williamsburg - Bushwick,2012,Number,220899.47232,uhf211
Washington Heights - Inwood,2012,Number,270384.98259,uhf301
Central Harlem - Morningside Heights,2012,Number,183345.01887,uhf302
East Harlem,2012,Number,114195.18185,uhf303
Upper West Side,2012,Number,214136.76757,uhf304
Upper East Side,2012,Number,217217.05404,uhf305
Chelsea - Clinton,2012,Number,149929.96295,uhf306
Gramercy Park -  Murray Hill,2012,Number,129281.69709,uhf307
Greenwich Village - Soho,2012,Number,83762.43504,uhf308
Union Square - Lower East Side,2012,Number,186825.51717,uhf309
Lower Manhattan,2012,Number,59598.7402,uhf310
Long Island City - Astoria,2012,Number,208641.95946,uhf401
West Queens,2012,Number,454424.17392,uhf402
Flushing - Clearview,2012,Number,246138.0205,uhf403
Bayside - Little Neck,2012,Number,87090.29663,uhf404
Ridgewood - Forest Hills,2012,Number,257404.52046,uhf405
Fresh Meadows,2012,Number,99649.53538,uhf406
Southwest Queens,2012,Number,283624.70636,uhf407
Jamaica,2012,Number,315349.7249,uhf408
Southeast Queens,2012,Number,211940.89295,uhf409
Rockaway,2012,Number,124931.65204,uhf410
Port  Richmond,2012,Number,66960.82779,uhf501
Stapleton - St. George,2012,Number,121216.13884,uhf502
Willowbrook,2012,Number,87837.30559,uhf503
South Beach - Tottenville,2012,Number,194643.72778,uhf504
Kingsbridge - Riverdale,2013,Number,93330.87785,uhf101
Northeast Bronx,2013,Number,200810.60422,uhf102
Fordham - Bronx Park,2013,Number,258295.96301,uhf103
Pelham - Throgs Neck,2013,Number,301600.75046,uhf104
Crotona - Tremont,2013,Number,213342.62943,uhf105
High Bridge - Morrisania,2013,Number,215421.6586,uhf106
Hunts Point - Mott Haven,2013,Number,139076.16644,uhf107
Greenpoint,2013,Number,135069.42115,uhf201
Downtown  - Heights - Slope,2013,Number,249927.28318,uhf202
Bedford Stuyvesant - Crown Heights,2013,Number,334161.84717,uhf203
East New York,2013,Number,191595.02353,uhf204
Sunset Park,2013,Number,124850.70372,uhf205
Borough Park,2013,Number,332092.5032,uhf206
East Flatbush - Flatbush,2013,Number,303428.41317,uhf207
Canarsie - Flatlands,2013,Number,210200.63561,uhf208
Bensonhurst - Bay Ridge,2013,Number,199987.70591,uhf209
Coney Island - Sheepshead Bay,2013,Number,285437.94952,uhf210
Williamsburg - Bushwick,2013,Number,221749.51385,uhf211
Washington Heights - Inwood,2013,Number,271200.1152,uhf301
Central Harlem - Morningside Heights,2013,Number,182935.53252,uhf302
East Harlem,2013,Number,114354.20733,uhf303
Upper West Side,2013,Number,215023.58489,uhf304
Upper East Side,2013,Number,218181.44772,uhf305
Chelsea - Clinton,2013,Number,150035.74092,uhf306
Gramercy Park -  Murray Hill,2013,Number,129679.69626,uhf307
Greenwich Village - Soho,2013,Number,83887.57219,uhf308
Union Square - Lower East Side,2013,Number,187121.40789,uhf309
Lower Manhattan,2013,Number,59829.40219,uhf310
Long Island City - Astoria,2013,Number,210117.38138,uhf401
West Queens,2013,Number,458210.31197,uhf402
Flushing - Clearview,2013,Number,248654.05111,uhf403
Bayside - Little Neck,2013,Number,87584.66622,uhf404
Ridgewood - Forest Hills,2013,Number,257994.88307,uhf405
Fresh Meadows,2013,Number,100255.51682,uhf406
Southwest Queens,2013,Number,285671.86212,uhf407
Jamaica,2013,Number,317538.67077,uhf408
Southeast Queens,2013,Number,213169.10282,uhf409
Rockaway,2013,Number,125016.19661,uhf410
Port  Richmond,2013,Number,67330.48348,uhf501
Stapleton - St. George,2013,Number,121828.80299,uhf502
Willowbrook,2013,Number,88156.60855,uhf503
South Beach - Tottenville,2013,Number,194582.10498,uhf504
Kingsbridge - Riverdale,2014,Number,93464.59321,uhf101
Northeast Bronx,2014,Number,201947.39175,uhf102
Fordham - Bronx Park,2014,Number,260297.10241,uhf103
Pelham - Throgs Neck,2014,Number,303326.9519,uhf104
Crotona - Tremont,2014,Number,215122.37749,uhf105
High Bridge - Morrisania,2014,Number,217229.85845,uhf106
Hunts Point - Mott Haven,2014,Number,140333.03478,uhf107
Greenpoint,2014,Number,136251.89583,uhf201
Downtown  - Heights - Slope,2014,Number,253710.88656,uhf202
Bedford Stuyvesant - Crown Heights,2014,Number,334023.79556,uhf203
East New York,2014,Number,190984.96859,uhf204
Sunset Park,2014,Number,126200.18706,uhf205
Borough Park,2014,Number,335633.92336,uhf206
East Flatbush - Flatbush,2014,Number,303640.91392,uhf207
Canarsie - Flatlands,2014,Number,210017.88825,uhf208
Bensonhurst - Bay Ridge,2014,Number,202366.11783,uhf209
Coney Island - Sheepshead Bay,2014,Number,287701.23745,uhf210
Williamsburg - Bushwick,2014,Number,222148.18559,uhf211
Washington Heights - Inwood,2014,Number,271566.54878,uhf301
Central Harlem - Morningside Heights,2014,Number,182327.15392,uhf302
East Harlem,2014,Number,114372.62599,uhf303
Upper West Side,2014,Number,215781.28745,uhf304
Upper East Side,2014,Number,218880.43625,uhf305
Chelsea - Clinton,2014,Number,150158.56971,uhf306
Gramercy Park -  Murray Hill,2014,Number,130171.02352,uhf307
Greenwich Village - Soho,2014,Number,84045.09145,uhf308
Union Square - Lower East Side,2014,Number,187756.10605,uhf309
Lower Manhattan,2014,Number,60102.95886,uhf310
Long Island City - Astoria,2014,Number,211426.63321,uhf401
West Queens,2014,Number,461023.67194,uhf402
Flushing - Clearview,2014,Number,251213.95424,uhf403
Bayside - Little Neck,2014,Number,88110.62233,uhf404
Ridgewood - Forest Hills,2014,Number,258389.57923,uhf405
Fresh Meadows,2014,Number,100825.33651,uhf406
Southwest Queens,2014,Number,287320.70006,uhf407
Jamaica,2014,Number,318823.01883,uhf408
Southeast Queens,2014,Number,213831.44372,uhf409
Rockaway,2014,Number,124783.92794,uhf410
Port  Richmond,2014,Number,67529.78141,uhf501
Stapleton - St. George,2014,Number,122160.24499,uhf502
Willowbrook,2014,Number,88376.06203,uhf503
South Beach - Tottenville,2014,Number,194008.91157,uhf504
Kingsbridge - Riverdale,2015,Number,93692.75037,uhf101
Northeast Bronx,2015,Number,203034.88421,uhf102
Fordham - Bronx Park,2015,Number,262275.25623,uhf103
Pelham - Throgs Neck,2015,Number,305281.75945,uhf104
Crotona - Tremont,2015,Number,216806.68977,uhf105
High Bridge - Morrisania,2015,Number,218940.90803,uhf106
Hunts Point - Mott Haven,2015,Number,141499.56195,uhf107
Greenpoint,2015,Number,137046.47316,uhf201
Downtown  - Heights - Slope,2015,Number,256802.42099,uhf202
Bedford Stuyvesant - Crown Heights,2015,Number,332924.2937,uhf203
East New York,2015,Number,189838.88176,uhf204
Sunset Park,2015,Number,127218.11173,uhf205
Borough Park,2015,Number,338481.64932,uhf206
East Flatbush - Flatbush,2015,Number,303040.53806,uhf207
Canarsie - Flatlands,2015,Number,209328.84552,uhf208
Bensonhurst - Bay Ridge,2015,Number,204400.53526,uhf209
Coney Island - Sheepshead Bay,2015,Number,289618.51377,uhf210
Williamsburg - Bushwick,2015,Number,221906.73674,uhf211
Washington Heights - Inwood,2015,Number,272427.93822,uhf301
Central Harlem - Morningside Heights,2015,Number,182161.23031,uhf302
East Harlem,2015,Number,114665.46349,uhf303
Upper West Side,2015,Number,216733.54554,uhf304
Upper East Side,2015,Number,219658.8965,uhf305
Chelsea - Clinton,2015,Number,150506.74954,uhf306
Gramercy Park -  Murray Hill,2015,Number,130847.92987,uhf307
Greenwich Village - Soho,2015,Number,84292.71813,uhf308
Union Square - Lower East Side,2015,Number,188873.9543,uhf309
Lower Manhattan,2015,Number,60490.71787,uhf310
Long Island City - Astoria,2015,Number,212060.30449,uhf401
West Queens,2015,Number,462738.52826,uhf402
Flushing - Clearview,2015,Number,253337.05485,uhf403
Bayside - Little Neck,2015,Number,88469.71431,uhf404
Ridgewood - Forest Hills,2015,Number,258095.83047,uhf405
Fresh Meadows,2015,Number,101174.25101,uhf406
Southwest Queens,2015,Number,288376.40914,uhf407
Jamaica,2015,Number,319867.66209,uhf408
Southeast Queens,2015,Number,214382.29793,uhf409
Rockaway,2015,Number,124359.99366,uhf410
Port  Richmond,2015,Number,67777.50169,uhf501
Stapleton - St. George,2015,Number,122531.33137,uhf502
Willowbrook,2015,Number,88656.00286,uhf503
South Beach - Tottenville,2015,Number,193556.16408,uhf504
Kingsbridge - Riverdale,2016,Number,93622.6398,uhf101
Northeast Bronx,2016,Number,203437.18702,uhf102
Fordham - Bronx Park,2016,Number,263343.66738,uhf103
Pelham - Throgs Neck,2016,Number,306250.73491,uhf104
Crotona - Tremont,2016,Number,217744.0836,uhf105
High Bridge - Morrisania,2016,Number,219904.56252,uhf106
Hunts Point - Mott Haven,2016,Number,142202.68476,uhf107
Greenpoint,2016,Number,137394.53548,uhf201
Downtown  - Heights - Slope,2016,Number,258948.90006,uhf202
Bedford Stuyvesant - Crown Heights,2016,Number,331122.22692,uhf203
East New York,2016,Number,188424.72279,uhf204
Sunset Park,2016,Number,127905.06024,uhf205
Borough Park,2016,Number,340070.58426,uhf206
East Flatbush - Flatbush,2016,Number,301715.09068,uhf207
Canarsie - Flatlands,2016,Number,208143.18185,uhf208
Bensonhurst - Bay Ridge,2016,Number,205660.56903,uhf209
Coney Island - Sheepshead Bay,2016,Number,290593.68343,uhf210
Williamsburg - Bushwick,2016,Number,221253.44526,uhf211
Washington Heights - Inwood,2016,Number,271834.19937,uhf301
Central Harlem - Morningside Heights,2016,Number,181325.1647,uhf302
East Harlem,2016,Number,114363.31063,uhf303
Upper West Side,2016,Number,216962.41317,uhf304
Upper East Side,2016,Number,219785.15908,uhf305
Chelsea - Clinton,2016,Number,150382.96784,uhf306
Gramercy Park -  Murray Hill,2016,Number,131193.67228,uhf307
Greenwich Village - Soho,2016,Number,84300.94552,uhf308
Union Square - Lower East Side,2016,Number,189254.0616,uhf309
Lower Manhattan,2016,Number,60698.03981,uhf310
Long Island City - Astoria,2016,Number,212083.59471,uhf401
West Queens,2016,Number,462978.95891,uhf402
Flushing - Clearview,2016,Number,254749.54808,uhf403
Bayside - Little Neck,2016,Number,88611.61096,uhf404
Ridgewood - Forest Hills,2016,Number,257153.61546,uhf405
Fresh Meadows,2016,Number,101283.52175,uhf406
Southwest Queens,2016,Number,288680.33097,uhf407
Jamaica,2016,Number,320186.91047,uhf408
Southeast Queens,2016,Number,214483.09557,uhf409
Rockaway,2016,Number,123713.31912,uhf410
Port  Richmond,2016,Number,68332.43568,uhf501
Stapleton - St. George,2016,Number,123402.3917,uhf502
Willowbrook,2016,Number,89229.23861,uhf503
South Beach - Tottenville,2016,Number,193249.93401,uhf504
Kingsbridge - Riverdale,2017,Number,93270.41339,uhf101
Northeast Bronx,2017,Number,202666.56465,uhf102
Fordham - Bronx Park,2017,Number,262431.44186,uhf103
Pelham - Throgs Neck,2017,Number,305463.85152,uhf104
Crotona - Tremont,2017,Number,216846.47541,uhf105
High Bridge - Morrisania,2017,Number,219073.28992,uhf106
Hunts Point - Mott Haven,2017,Number,141687.57326,uhf107
Greenpoint,2017,Number,136611.93951,uhf201
Downtown  - Heights - Slope,2017,Number,259005.61451,uhf202
Bedford Stuyvesant - Crown Heights,2017,Number,328162.11356,uhf203
East New York,2017,Number,186431.00328,uhf204
Sunset Park,2017,Number,127364.97002,uhf205
Borough Park,2017,Number,338791.05425,uhf206
East Flatbush - Flatbush,2017,Number,299334.96567,uhf207
Canarsie - Flatlands,2017,Number,206264.93102,uhf208
Bensonhurst - Bay Ridge,2017,Number,205212.28769,uhf209
Coney Island - Sheepshead Bay,2017,Number,289805.02265,uhf210
Williamsburg - Bushwick,2017,Number,219401.09783,uhf211
Washington Heights - Inwood,2017,Number,270132.13092,uhf301
Central Harlem - Morningside Heights,2017,Number,179761.53879,uhf302
East Harlem,2017,Number,113623.30172,uhf303
Upper West Side,2017,Number,216363.1467,uhf304
Upper East Side,2017,Number,219179.96551,uhf305
Chelsea - Clinton,2017,Number,149674.98657,uhf306
Gramercy Park -  Murray Hill,2017,Number,131094.35032,uhf307
Greenwich Village - Soho,2017,Number,84037.67278,uhf308
Union Square - Lower East Side,2017,Number,189025.16837,uhf309
Lower Manhattan,2017,Number,60678.23843,uhf310
Long Island City - Astoria,2017,Number,210760.49024,uhf401
West Queens,2017,Number,460651.51431,uhf402
Flushing - Clearview,2017,Number,254344.58945,uhf403
Bayside - Little Neck,2017,Number,88133.92522,uhf404
Ridgewood - Forest Hills,2017,Number,254714.25279,uhf405
Fresh Meadows,2017,Number,100700.54804,uhf406
Southwest Queens,2017,Number,287169.60801,uhf407
Jamaica,2017,Number,318831.89591,uhf408
Southeast Queens,2017,Number,213496.75429,uhf409
Rockaway,2017,Number,122556.31161,uhf410
Port  Richmond,2017,Number,68692.10527,uhf501
Stapleton - St. George,2017,Number,124098.49923,uhf502
Willowbrook,2017,Number,89999.08872,uhf503
South Beach - Tottenville,2017,Number,192726.30678,uhf504
Kingsbridge - Riverdale,2018,Number,92534.6045,uhf101
Northeast Bronx,2018,Number,201521.85921,uhf102
Fordham - Bronx Park,2018,Number,261272.90383,uhf103
Pelham - Throgs Neck,2018,Number,304034.77552,uhf104
Crotona - Tremont,2018,Number,215942.34603,uhf105
High Bridge - Morrisania,2018,Number,218195.72238,uhf106
Hunts Point - Mott Haven,2018,Number,141190.41853,uhf107
Greenpoint,2018,Number,135943.83402,uhf201
Downtown  - Heights - Slope,2018,Number,259325.02558,uhf202
Bedford Stuyvesant - Crown Heights,2018,Number,325714.98246,uhf203
East New York,2018,Number,184764.43328,uhf204
Sunset Park,2018,Number,126721.0866,uhf205
